2403
(-2.000000, 1.609719, 0.000000) (-2.000000, 1.609719, 0.000000) (0.000000, -955650304.000000) 
(1.184997, 2.207301, 0.000000) (1.184997, 2.207301, 0.000000) (0.000000, -955650304.000000) 
(1.189997, 2.267250, 0.000000) (1.184997, 2.267250, 0.000000) (0.000000, -523060.500000) 
(1.184997, 2.207301, 0.000000) (1.184997, 2.207301, 0.000000) (0.000000, -956006400.000000) 
(1.189997, 2.267250, 0.000000) (1.189997, 2.267250, 0.000000) (0.000000, -955650304.000000) 
(1.194997, 2.325158, 0.000000) (1.189997, 2.325158, 0.000000) (0.000000, -523060.500000) 
(1.189997, 2.267250, 0.000000) (1.189997, 2.267250, 0.000000) (0.000000, -956006400.000000) 
(1.194997, 2.325158, 0.000000) (1.194997, 2.325158, 0.000000) (0.000000, -955650304.000000) 
(1.199997, 2.380974, 0.000000) (1.194997, 2.380974, 0.000000) (0.000000, -523060.500000) 
(1.194997, 2.325158, 0.000000) (1.194997, 2.325158, 0.000000) (0.000000, -956006400.000000) 
(1.199997, 2.380974, 0.000000) (1.199997, 2.380974, 0.000000) (0.000000, -955650304.000000) 
(1.204997, 2.434647, 0.000000) (1.199997, 2.434647, 0.000000) (0.000000, -523060.500000) 
(1.199997, 2.380974, 0.000000) (1.199997, 2.380974, 0.000000) (0.000000, -956006400.000000) 
(1.204997, 2.434647, 0.000000) (1.204997, 2.434647, 0.000000) (0.000000, -955650304.000000) 
(1.209997, 2.486130, 0.000000) (1.204997, 2.486130, 0.000000) (0.000000, -523060.500000) 
(1.204997, 2.434647, 0.000000) (1.204997, 2.434647, 0.000000) (0.000000, -956006400.000000) 
(1.209997, 2.486130, 0.000000) (1.209997, 2.486130, 0.000000) (0.000000, -955650304.000000) 
(1.214997, 2.535374, 0.000000) (1.209997, 2.535374, 0.000000) (0.000000, -523060.500000) 
(1.209997, 2.486130, 0.000000) (1.209997, 2.486130, 0.000000) (0.000000, -956006400.000000) 
(1.214997, 2.535374, 0.000000) (1.214997, 2.535374, 0.000000) (0.000000, -955650304.000000) 
(1.219997, 2.582337, 0.000000) (1.214997, 2.582337, 0.000000) (0.000000, -523060.500000) 
(1.214997, 2.535374, 0.000000) (1.214997, 2.535374, 0.000000) (0.000000, -956006400.000000) 
(1.219997, 2.582337, 0.000000) (1.219997, 2.582337, 0.000000) (0.000000, -955650304.000000) 
(1.224997, 2.626976, 0.000000) (1.219997, 2.626976, 0.000000) (0.000000, -523060.500000) 
(1.219997, 2.582337, 0.000000) (1.219997, 2.582337, 0.000000) (0.000000, -956006400.000000) 
(1.224997, 2.626976, 0.000000) (1.224997, 2.626976, 0.000000) (0.000000, -955650304.000000) 
(1.229997, 2.669252, 0.000000) (1.224997, 2.669252, 0.000000) (0.000000, -523060.500000) 
(1.224997, 2.626976, 0.000000) (1.224997, 2.626976, 0.000000) (0.000000, -956006400.000000) 
(1.229997, 2.669252, 0.000000) (1.229997, 2.669252, 0.000000) (0.000000, -955650304.000000) 
(1.234997, 2.709125, 0.000000) (1.229997, 2.709125, 0.000000) (0.000000, -523060.500000) 
(1.229997, 2.669252, 0.000000) (1.229997, 2.669252, 0.000000) (0.000000, -956006400.000000) 
(1.234997, 2.709125, 0.000000) (1.234997, 2.709125, 0.000000) (0.000000, -955650304.000000) 
(1.239997, 2.746559, 0.000000) (1.234997, 2.746559, 0.000000) (0.000000, -523060.500000) 
(1.234997, 2.709125, 0.000000) (1.234997, 2.709125, 0.000000) (0.000000, -956006400.000000) 
(1.239997, 2.746559, 0.000000) (1.239997, 2.746559, 0.000000) (0.000000, -955650304.000000) 
(1.244997, 2.781523, 0.000000) (1.239997, 2.781523, 0.000000) (0.000000, -523060.500000) 
(1.239997, 2.746559, 0.000000) (1.239997, 2.746559, 0.000000) (0.000000, -956006400.000000) 
(1.244997, 2.781523, 0.000000) (1.244997, 2.781523, 0.000000) (0.000000, -955650304.000000) 
(1.249997, 2.813983, 0.000000) (1.244997, 2.813983, 0.000000) (0.000000, -523060.500000) 
(1.244997, 2.781523, 0.000000) (1.244997, 2.781523, 0.000000) (0.000000, -956006400.000000) 
(1.249997, 2.813983, 0.000000) (1.249997, 2.813983, 0.000000) (0.000000, -955650304.000000) 
(1.254997, 2.843910, 0.000000) (1.249997, 2.843910, 0.000000) (0.000000, -523060.500000) 
(1.249997, 2.813983, 0.000000) (1.249997, 2.813983, 0.000000) (0.000000, -956006400.000000) 
(1.254997, 2.843910, 0.000000) (1.254997, 2.843910, 0.000000) (0.000000, -955650304.000000) 
(1.259997, 2.871279, 0.000000) (1.254997, 2.871279, 0.000000) (0.000000, -523060.500000) 
(1.254997, 2.843910, 0.000000) (1.254997, 2.843910, 0.000000) (0.000000, -956006400.000000) 
(1.259997, 2.871279, 0.000000) (1.259997, 2.871279, 0.000000) (0.000000, -955650304.000000) 
(1.264997, 2.896063, 0.000000) (1.259997, 2.896063, 0.000000) (0.000000, -523060.500000) 
(1.259997, 2.871279, 0.000000) (1.259997, 2.871279, 0.000000) (0.000000, -956006400.000000) 
(1.264997, 2.896063, 0.000000) (1.264997, 2.896063, 0.000000) (0.000000, -955650304.000000) 
(1.269997, 2.918242, 0.000000) (1.264997, 2.918242, 0.000000) (0.000000, -523060.500000) 
(1.264997, 2.896063, 0.000000) (1.264997, 2.896063, 0.000000) (0.000000, -956006400.000000) 
(1.269997, 2.918242, 0.000000) (1.269997, 2.918242, 0.000000) (0.000000, -955650304.000000) 
(1.274997, 2.937793, 0.000000) (1.269997, 2.937793, 0.000000) (0.000000, -523060.500000) 
(1.269997, 2.918242, 0.000000) (1.269997, 2.918242, 0.000000) (0.000000, -956006400.000000) 
(1.274997, 2.937793, 0.000000) (1.274997, 2.937793, 0.000000) (0.000000, -955650304.000000) 
(1.279997, 2.954701, 0.000000) (1.274997, 2.954701, 0.000000) (0.000000, -523060.500000) 
(1.274997, 2.937793, 0.000000) (1.274997, 2.937793, 0.000000) (0.000000, -956006400.000000) 
(1.279997, 2.954701, 0.000000) (1.279997, 2.954701, 0.000000) (0.000000, -955650304.000000) 
(1.284997, 2.968950, 0.000000) (1.279997, 2.968950, 0.000000) (0.000000, -523060.500000) 
(1.279997, 2.954701, 0.000000) (1.279997, 2.954701, 0.000000) (0.000000, -956006400.000000) 
(1.284997, 2.968950, 0.000000) (1.284997, 2.968950, 0.000000) (0.000000, -955650304.000000) 
(1.289997, 2.980528, 0.000000) (1.284997, 2.980528, 0.000000) (0.000000, -523060.500000) 
(1.284997, 2.968950, 0.000000) (1.284997, 2.968950, 0.000000) (0.000000, -956006400.000000) 
(1.289997, 2.980528, 0.000000) (1.289997, 2.980528, 0.000000) (0.000000, -955650304.000000) 
(1.294997, 2.989423, 0.000000) (1.289997, 2.989423, 0.000000) (0.000000, -523060.500000) 
(1.289997, 2.980528, 0.000000) (1.289997, 2.980528, 0.000000) (0.000000, -956006400.000000) 
(1.294997, 2.989423, 0.000000) (1.294997, 2.989423, 0.000000) (0.000000, -955650304.000000) 
(1.299997, 2.995627, 0.000000) (1.294997, 2.995627, 0.000000) (0.000000, -523060.500000) 
(1.294997, 2.989423, 0.000000) (1.294997, 2.989423, 0.000000) (0.000000, -956006400.000000) 
(1.299997, 2.995627, 0.000000) (1.299997, 2.995627, 0.000000) (0.000000, -955650304.000000) 
(1.304997, 2.999136, 0.000000) (1.299997, 2.999136, 0.000000) (0.000000, -523060.500000) 
(1.299997, 2.995627, 0.000000) (1.299997, 2.995627, 0.000000) (0.000000, -956006400.000000) 
(1.304997, 2.999136, 0.000000) (1.304997, 2.999136, 0.000000) (0.000000, -955650304.000000) 
(1.309997, 2.999946, 0.000000) (1.304997, 2.999946, 0.000000) (0.000000, -523060.500000) 
(1.304997, 2.999136, 0.000000) (1.304997, 2.999136, 0.000000) (0.000000, -956006400.000000) 
(1.309997, 2.999946, 0.000000) (1.309997, 2.999946, 0.000000) (0.000000, -955650304.000000) 
(1.314997, 2.998056, 0.000000) (1.309997, 2.998056, 0.000000) (0.000000, -523060.500000) 
(1.309997, 2.999946, 0.000000) (1.309997, 2.999946, 0.000000) (0.000000, -956006400.000000) 
(1.314997, 2.998056, 0.000000) (1.314997, 2.998056, 0.000000) (0.000000, -955650304.000000) 
(1.319997, 2.993468, 0.000000) (1.314997, 2.993468, 0.000000) (0.000000, -523060.500000) 
(1.314997, 2.998056, 0.000000) (1.314997, 2.998056, 0.000000) (0.000000, -956006400.000000) 
(1.319997, 2.993468, 0.000000) (1.319997, 2.993468, 0.000000) (0.000000, -955650304.000000) 
(1.324997, 2.986186, 0.000000) (1.319997, 2.986186, 0.000000) (0.000000, -523060.500000) 
(1.319997, 2.993468, 0.000000) (1.319997, 2.993468, 0.000000) (0.000000, -956006400.000000) 
(1.324997, 2.986186, 0.000000) (1.324997, 2.986186, 0.000000) (0.000000, -955650304.000000) 
(1.329997, 2.976217, 0.000000) (1.324997, 2.976217, 0.000000) (0.000000, -523060.500000) 
(1.324997, 2.986186, 0.000000) (1.324997, 2.986186, 0.000000) (0.000000, -956006400.000000) 
(1.329997, 2.976217, 0.000000) (1.329997, 2.976217, 0.000000) (0.000000, -955650304.000000) 
(1.334997, 2.963569, 0.000000) (1.329997, 2.963569, 0.000000) (0.000000, -523060.500000) 
(1.329997, 2.976217, 0.000000) (1.329997, 2.976217, 0.000000) (0.000000, -956006400.000000) 
(1.334997, 2.963569, 0.000000) (1.334997, 2.963569, 0.000000) (0.000000, -955650304.000000) 
(1.339997, 2.948255, 0.000000) (1.334997, 2.948255, 0.000000) (0.000000, -523060.500000) 
(1.334997, 2.963569, 0.000000) (1.334997, 2.963569, 0.000000) (0.000000, -956006400.000000) 
(1.339997, 2.948255, 0.000000) (1.339997, 2.948255, 0.000000) (0.000000, -955650304.000000) 
(1.344997, 2.930287, 0.000000) (1.339997, 2.930287, 0.000000) (0.000000, -523060.500000) 
(1.339997, 2.948255, 0.000000) (1.339997, 2.948255, 0.000000) (0.000000, -956006400.000000) 
(1.344997, 2.930287, 0.000000) (1.344997, 2.930287, 0.000000) (0.000000, -955650304.000000) 
(1.349997, 2.909682, 0.000000) (1.344997, 2.909682, 0.000000) (0.000000, -523060.500000) 
(1.344997, 2.930287, 0.000000) (1.344997, 2.930287, 0.000000) (0.000000, -956006400.000000) 
(1.349997, 2.909682, 0.000000) (1.349997, 2.909682, 0.000000) (0.000000, -955650304.000000) 
(1.354997, 2.886458, 0.000000) (1.349997, 2.886458, 0.000000) (0.000000, -523060.500000) 
(1.349997, 2.909682, 0.000000) (1.349997, 2.909682, 0.000000) (0.000000, -956006400.000000) 
(1.354997, 2.886458, 0.000000) (1.354997, 2.886458, 0.000000) (0.000000, -955650304.000000) 
(1.359997, 2.860638, 0.000000) (1.354997, 2.860638, 0.000000) (0.000000, -523060.500000) 
(1.354997, 2.886458, 0.000000) (1.354997, 2.886458, 0.000000) (0.000000, -956006400.000000) 
(1.359997, 2.860638, 0.000000) (1.359997, 2.860638, 0.000000) (0.000000, -955650304.000000) 
(1.364997, 2.832242, 0.000000) (1.359997, 2.832242, 0.000000) (0.000000, -523060.500000) 
(1.359997, 2.860638, 0.000000) (1.359997, 2.860638, 0.000000) (0.000000, -956006400.000000) 
(1.364997, 2.832242, 0.000000) (1.364997, 2.832242, 0.000000) (0.000000, -955650304.000000) 
(1.369997, 2.801297, 0.000000) (1.364997, 2.801297, 0.000000) (0.000000, -523060.500000) 
(1.364997, 2.832242, 0.000000) (1.364997, 2.832242, 0.000000) (0.000000, -956006400.000000) 
(1.369997, 2.801297, 0.000000) (1.369997, 2.801297, 0.000000) (0.000000, -955650304.000000) 
(1.374997, 2.767833, 0.000000) (1.369997, 2.767833, 0.000000) (0.000000, -523060.500000) 
(1.369997, 2.801297, 0.000000) (1.369997, 2.801297, 0.000000) (0.000000, -956006400.000000) 
(1.374997, 2.767833, 0.000000) (1.374997, 2.767833, 0.000000) (0.000000, -955650304.000000) 
(1.379997, 2.731877, 0.000000) (1.374997, 2.731877, 0.000000) (0.000000, -523060.500000) 
(1.374997, 2.767833, 0.000000) (1.374997, 2.767833, 0.000000) (0.000000, -956006400.000000) 
(1.379997, 2.731877, 0.000000) (1.379997, 2.731877, 0.000000) (0.000000, -955650304.000000) 
(1.384997, 2.693462, 0.000000) (1.379997, 2.693462, 0.000000) (0.000000, -523060.500000) 
(1.379997, 2.731877, 0.000000) (1.379997, 2.731877, 0.000000) (0.000000, -956006400.000000) 
(1.384997, 2.693462, 0.000000) (1.384997, 2.693462, 0.000000) (0.000000, -955650304.000000) 
(1.389997, 2.652623, 0.000000) (1.384997, 2.652623, 0.000000) (0.000000, -523060.500000) 
(1.384997, 2.693462, 0.000000) (1.384997, 2.693462, 0.000000) (0.000000, -956006400.000000) 
(1.389997, 2.652623, 0.000000) (1.389997, 2.652623, 0.000000) (0.000000, -955650304.000000) 
(1.394997, 2.609398, 0.000000) (1.389997, 2.609398, 0.000000) (0.000000, -523060.500000) 
(1.389997, 2.652623, 0.000000) (1.389997, 2.652623, 0.000000) (0.000000, -956006400.000000) 
(1.394997, 2.609398, 0.000000) (1.394997, 2.609398, 0.000000) (0.000000, -955650304.000000) 
(1.399997, 2.563824, 0.000000) (1.394997, 2.563824, 0.000000) (0.000000, -523060.500000) 
(1.394997, 2.609398, 0.000000) (1.394997, 2.609398, 0.000000) (0.000000, -956006400.000000) 
(1.399997, 2.563824, 0.000000) (1.399997, 2.563824, 0.000000) (0.000000, -955650304.000000) 
(1.404997, 2.515942, 0.000000) (1.399997, 2.515942, 0.000000) (0.000000, -523060.500000) 
(1.399997, 2.563824, 0.000000) (1.399997, 2.563824, 0.000000) (0.000000, -956006400.000000) 
(1.404997, 2.515942, 0.000000) (1.404997, 2.515942, 0.000000) (0.000000, -955650304.000000) 
(1.409997, 2.465796, 0.000000) (1.404997, 2.465796, 0.000000) (0.000000, -523060.500000) 
(1.404997, 2.515942, 0.000000) (1.404997, 2.515942, 0.000000) (0.000000, -956006400.000000) 
(1.409997, 2.465796, 0.000000) (1.409997, 2.465796, 0.000000) (0.000000, -955650304.000000) 
(1.414997, 2.413433, 0.000000) (1.409997, 2.413433, 0.000000) (0.000000, -523060.500000) 
(1.409997, 2.465796, 0.000000) (1.409997, 2.465796, 0.000000) (0.000000, -956006400.000000) 
(1.414997, 2.413433, 0.000000) (1.414997, 2.413433, 0.000000) (0.000000, -955650304.000000) 
(1.419997, 2.358897, 0.000000) (1.414997, 2.358897, 0.000000) (0.000000, -523060.500000) 
(1.414997, 2.413433, 0.000000) (1.414997, 2.413433, 0.000000) (0.000000, -956006400.000000) 
(1.419997, 2.358897, 0.000000) (1.419997, 2.358897, 0.000000) (0.000000, -955650304.000000) 
(1.424997, 2.302238, 0.000000) (1.419997, 2.302238, 0.000000) (0.000000, -523060.500000) 
(1.419997, 2.358897, 0.000000) (1.419997, 2.358897, 0.000000) (0.000000, -956006400.000000) 
(1.424997, 2.302238, 0.000000) (1.424997, 2.302238, 0.000000) (0.000000, -955650304.000000) 
(1.429997, 2.243505, 0.000000) (1.424997, 2.243505, 0.000000) (0.000000, -523060.500000) 
(1.424997, 2.302238, 0.000000) (1.424997, 2.302238, 0.000000) (0.000000, -956006400.000000) 
(1.429997, 2.243505, 0.000000) (1.429997, 2.243505, 0.000000) (0.000000, -955650304.000000) 
(1.434997, 2.182756, 0.000000) (1.429997, 2.182756, 0.000000) (0.000000, -523060.500000) 
(1.429997, 2.243505, 0.000000) (1.429997, 2.243505, 0.000000) (0.000000, -956006400.000000) 
(1.434997, 2.182756, 0.000000) (1.434997, 2.182756, 0.000000) (0.000000, -955650304.000000) 
(1.439997, 2.120042, 0.000000) (1.434997, 2.120042, 0.000000) (0.000000, -523060.500000) 
(1.434997, 2.182756, 0.000000) (1.434997, 2.182756, 0.000000) (0.000000, -956006400.000000) 
(1.439997, 2.120042, 0.000000) (1.439997, 2.120042, 0.000000) (0.000000, -955650304.000000) 
(1.444997, 2.055418, 0.000000) (1.439997, 2.055418, 0.000000) (0.000000, -523060.500000) 
(1.439997, 2.120042, 0.000000) (1.439997, 2.120042, 0.000000) (0.000000, -956006400.000000) 
(1.444997, 2.055418, 0.000000) (1.444997, 2.055418, 0.000000) (0.000000, -955650304.000000) 
(1.449997, 1.988947, 0.000000) (1.444997, 1.988947, 0.000000) (0.000000, -523060.500000) 
(1.444997, 2.055418, 0.000000) (1.444997, 2.055418, 0.000000) (0.000000, -956006400.000000) 
(1.449997, 1.988947, 0.000000) (1.449997, 1.988947, 0.000000) (0.000000, -955650304.000000) 
(1.454997, 1.920685, 0.000000) (1.449997, 1.920685, 0.000000) (0.000000, -523060.500000) 
(1.449997, 1.988947, 0.000000) (1.449997, 1.988947, 0.000000) (0.000000, -956006400.000000) 
(1.454997, 1.920685, 0.000000) (1.454997, 1.920685, 0.000000) (0.000000, -955650304.000000) 
(1.459997, 1.850695, 0.000000) (1.454997, 1.850695, 0.000000) (0.000000, -523060.500000) 
(1.454997, 1.920685, 0.000000) (1.454997, 1.920685, 0.000000) (0.000000, -956006400.000000) 
(1.459997, 1.850695, 0.000000) (1.459997, 1.850695, 0.000000) (0.000000, -955650304.000000) 
(1.464997, 1.779040, 0.000000) (1.459997, 1.779040, 0.000000) (0.000000, -523060.500000) 
(1.459997, 1.850695, 0.000000) (1.459997, 1.850695, 0.000000) (0.000000, -956006400.000000) 
(1.464997, 1.779040, 0.000000) (1.464997, 1.779040, 0.000000) (0.000000, -955650304.000000) 
(1.469997, 1.705781, 0.000000) (1.464997, 1.705781, 0.000000) (0.000000, -523060.500000) 
(1.464997, 1.779040, 0.000000) (1.464997, 1.779040, 0.000000) (0.000000, -956006400.000000) 
(1.469997, 1.705781, 0.000000) (1.469997, 1.705781, 0.000000) (0.000000, -955650304.000000) 
(1.474997, 1.630990, 0.000000) (1.469997, 1.630990, 0.000000) (0.000000, -523060.500000) 
(1.469997, 1.705781, 0.000000) (1.469997, 1.705781, 0.000000) (0.000000, -956006400.000000) 
(1.474997, 1.630990, 0.000000) (1.474997, 1.630990, 0.000000) (0.000000, -955650304.000000) 
(1.479997, 1.554731, 0.000000) (1.474997, 1.554731, 0.000000) (0.000000, -523060.500000) 
(1.474997, 1.630990, 0.000000) (1.474997, 1.630990, 0.000000) (0.000000, -956006400.000000) 
(1.479997, 1.554731, 0.000000) (1.479997, 1.554731, 0.000000) (0.000000, -955650304.000000) 
(1.484997, 1.477070, 0.000000) (1.479997, 1.477070, 0.000000) (0.000000, -523060.500000) 
(1.479997, 1.554731, 0.000000) (1.479997, 1.554731, 0.000000) (0.000000, -956006400.000000) 
(1.484997, 1.477070, 0.000000) (1.484997, 1.477070, 0.000000) (0.000000, -955650304.000000) 
(1.489997, 1.398082, 0.000000) (1.484997, 1.398082, 0.000000) (0.000000, -523060.500000) 
(1.484997, 1.477070, 0.000000) (1.484997, 1.477070, 0.000000) (0.000000, -956006400.000000) 
(1.489997, 1.398082, 0.000000) (1.489997, 1.398082, 0.000000) (0.000000, -955650304.000000) 
(1.494997, 1.317837, 0.000000) (1.489997, 1.317837, 0.000000) (0.000000, -523060.500000) 
(1.489997, 1.398082, 0.000000) (1.489997, 1.398082, 0.000000) (0.000000, -956006400.000000) 
(1.494997, 1.317837, 0.000000) (1.494997, 1.317837, 0.000000) (0.000000, -955650304.000000) 
(1.499997, 1.236405, 0.000000) (1.494997, 1.236405, 0.000000) (0.000000, -523060.500000) 
(1.494997, 1.317837, 0.000000) (1.494997, 1.317837, 0.000000) (0.000000, -956006400.000000) 
(1.499997, 1.236405, 0.000000) (1.499997, 1.236405, 0.000000) (0.000000, -955650304.000000) 
(1.504997, 1.153861, 0.000000) (1.499997, 1.153861, 0.000000) (0.000000, -523060.500000) 
(1.499997, 1.236405, 0.000000) (1.499997, 1.236405, 0.000000) (0.000000, -956006400.000000) 
(1.504997, 1.153861, 0.000000) (1.504997, 1.153861, 0.000000) (0.000000, -955650304.000000) 
(1.509997, 1.070275, 0.000000) (1.504997, 1.070275, 0.000000) (0.000000, -523060.500000) 
(1.504997, 1.153861, 0.000000) (1.504997, 1.153861, 0.000000) (0.000000, -956006400.000000) 
(1.509997, 1.070275, 0.000000) (1.509997, 1.070275, 0.000000) (0.000000, -955650304.000000) 
(1.514997, 0.985729, 0.000000) (1.509997, 0.985729, 0.000000) (0.000000, -523060.500000) 
(1.509997, 1.070275, 0.000000) (1.509997, 1.070275, 0.000000) (0.000000, -956006400.000000) 
(1.514997, 0.985729, 0.000000) (1.514997, 0.985729, 0.000000) (0.000000, -955650304.000000) 
(1.519997, 0.900296, 0.000000) (1.514997, 0.900296, 0.000000) (0.000000, -523060.500000) 
(1.514997, 0.985729, 0.000000) (1.514997, 0.985729, 0.000000) (0.000000, -956006400.000000) 
(1.519997, 0.900296, 0.000000) (1.519997, 0.900296, 0.000000) (0.000000, -955650304.000000) 
(1.524997, 0.814050, 0.000000) (1.519997, 0.814050, 0.000000) (0.000000, -523060.500000) 
(1.519997, 0.900296, 0.000000) (1.519997, 0.900296, 0.000000) (0.000000, -956006400.000000) 
(1.524997, 0.814050, 0.000000) (1.524997, 0.814050, 0.000000) (0.000000, -955650304.000000) 
(1.529997, 0.727075, 0.000000) (1.524997, 0.727075, 0.000000) (0.000000, -523060.500000) 
(1.524997, 0.814050, 0.000000) (1.524997, 0.814050, 0.000000) (0.000000, -956006400.000000) 
(1.529997, 0.727075, 0.000000) (1.529997, 0.727075, 0.000000) (0.000000, -955650304.000000) 
(1.534997, 0.639444, 0.000000) (1.529997, 0.639444, 0.000000) (0.000000, -523060.500000) 
(1.529997, 0.727075, 0.000000) (1.529997, 0.727075, 0.000000) (0.000000, -956006400.000000) 
(1.534997, 0.639444, 0.000000) (1.534997, 0.639444, 0.000000) (0.000000, -955650304.000000) 
(1.539997, 0.551239, 0.000000) (1.534997, 0.551239, 0.000000) (0.000000, -523060.500000) 
(1.534997, 0.639444, 0.000000) (1.534997, 0.639444, 0.000000) (0.000000, -956006400.000000) 
(1.539997, 0.551239, 0.000000) (1.539997, 0.551239, 0.000000) (0.000000, -955650304.000000) 
(1.544997, 0.462537, 0.000000) (1.539997, 0.462537, 0.000000) (0.000000, -523060.500000) 
(1.539997, 0.551239, 0.000000) (1.539997, 0.551239, 0.000000) (0.000000, -956006400.000000) 
(1.544997, 0.462537, 0.000000) (1.544997, 0.462537, 0.000000) (0.000000, -955650304.000000) 
(1.549997, 0.373417, 0.000000) (1.544997, 0.373417, 0.000000) (0.000000, -523060.500000) 
(1.544997, 0.462537, 0.000000) (1.544997, 0.462537, 0.000000) (0.000000, -956006400.000000) 
(1.549997, 0.373417, 0.000000) (1.549997, 0.373417, 0.000000) (0.000000, -955650304.000000) 
(1.554997, 0.283963, 0.000000) (1.549997, 0.283963, 0.000000) (0.000000, -523060.500000) 
(1.549997, 0.373417, 0.000000) (1.549997, 0.373417, 0.000000) (0.000000, -956006400.000000) 
(1.554997, 0.283963, 0.000000) (1.554997, 0.283963, 0.000000) (0.000000, -955650304.000000) 
(1.559997, 0.194253, 0.000000) (1.554997, 0.194253, 0.000000) (0.000000, -523060.500000) 
(1.554997, 0.283963, 0.000000) (1.554997, 0.283963, 0.000000) (0.000000, -956006400.000000) 
(1.559997, 0.194253, 0.000000) (1.559997, 0.194253, 0.000000) (0.000000, -955650304.000000) 
(1.564997, 0.104366, 0.000000) (1.559997, 0.104366, 0.000000) (0.000000, -523060.500000) 
(1.559997, 0.194253, 0.000000) (1.559997, 0.194253, 0.000000) (0.000000, -956006400.000000) 
(1.564997, 0.104366, 0.000000) (1.564997, 0.104366, 0.000000) (0.000000, -955650304.000000) 
(1.569997, 0.014388, 0.000000) (1.564997, 0.014388, 0.000000) (0.000000, -523060.500000) 
(1.564997, 0.104366, 0.000000) (1.564997, 0.104366, 0.000000) (0.000000, -956006400.000000) 
(1.569997, 0.014388, 0.000000) (1.569997, 0.014388, 0.000000) (0.000000, -955650304.000000) 
(1.574997, -0.075603, 0.000000) (1.569997, -0.075603, 0.000000) (0.000000, -523060.500000) 
(1.569997, 0.014388, 0.000000) (1.569997, 0.014388, 0.000000) (0.000000, -956006400.000000) 
(1.574997, -0.075603, 0.000000) (1.574997, -0.075603, 0.000000) (0.000000, -955650304.000000) 
(1.579997, -0.165526, 0.000000) (1.574997, -0.165526, 0.000000) (0.000000, -523060.500000) 
(1.574997, -0.075603, 0.000000) (1.574997, -0.075603, 0.000000) (0.000000, -956006400.000000) 
(1.579997, -0.165526, 0.000000) (1.579997, -0.165526, 0.000000) (0.000000, -955650304.000000) 
(1.584997, -0.255300, 0.000000) (1.579997, -0.255300, 0.000000) (0.000000, -523060.500000) 
(1.579997, -0.165526, 0.000000) (1.579997, -0.165526, 0.000000) (0.000000, -956006400.000000) 
(1.584997, -0.255300, 0.000000) (1.584997, -0.255300, 0.000000) (0.000000, -955650304.000000) 
(1.589997, -0.344848, 0.000000) (1.584997, -0.344848, 0.000000) (0.000000, -523060.500000) 
(1.584997, -0.255300, 0.000000) (1.584997, -0.255300, 0.000000) (0.000000, -956006400.000000) 
(1.589997, -0.344848, 0.000000) (1.589997, -0.344848, 0.000000) (0.000000, -955650304.000000) 
(1.594997, -0.434082, 0.000000) (1.589997, -0.434082, 0.000000) (0.000000, -523060.500000) 
(1.589997, -0.344848, 0.000000) (1.589997, -0.344848, 0.000000) (0.000000, -956006400.000000) 
(1.594997, -0.434082, 0.000000) (1.594997, -0.434082, 0.000000) (0.000000, -955650304.000000) 
(1.599997, -0.522925, 0.000000) (1.594997, -0.522925, 0.000000) (0.000000, -523060.500000) 
(1.594997, -0.434082, 0.000000) (1.594997, -0.434082, 0.000000) (0.000000, -956006400.000000) 
(1.599997, -0.522925, 0.000000) (1.599997, -0.522925, 0.000000) (0.000000, -955650304.000000) 
(1.604997, -0.611301, 0.000000) (1.599997, -0.611301, 0.000000) (0.000000, -523060.500000) 
(1.599997, -0.522925, 0.000000) (1.599997, -0.522925, 0.000000) (0.000000, -956006400.000000) 
(1.604997, -0.611301, 0.000000) (1.604997, -0.611301, 0.000000) (0.000000, -955650304.000000) 
(1.609997, -0.699123, 0.000000) (1.604997, -0.699123, 0.000000) (0.000000, -523060.500000) 
(1.604997, -0.611301, 0.000000) (1.604997, -0.611301, 0.000000) (0.000000, -956006400.000000) 
(1.609997, -0.699123, 0.000000) (1.609997, -0.699123, 0.000000) (0.000000, -955650304.000000) 
(1.614997, -0.786317, 0.000000) (1.609997, -0.786317, 0.000000) (0.000000, -523060.500000) 
(1.609997, -0.699123, 0.000000) (1.609997, -0.699123, 0.000000) (0.000000, -956006400.000000) 
(1.614997, -0.786317, 0.000000) (1.614997, -0.786317, 0.000000) (0.000000, -955650304.000000) 
(1.619997, -0.872803, 0.000000) (1.614997, -0.872803, 0.000000) (0.000000, -523060.500000) 
(1.614997, -0.786317, 0.000000) (1.614997, -0.786317, 0.000000) (0.000000, -956006400.000000) 
(1.619997, -0.872803, 0.000000) (1.619997, -0.872803, 0.000000) (0.000000, -955650304.000000) 
(1.624997, -0.958503, 0.000000) (1.619997, -0.958503, 0.000000) (0.000000, -523060.500000) 
(1.619997, -0.872803, 0.000000) (1.619997, -0.872803, 0.000000) (0.000000, -956006400.000000) 
(1.624997, -0.958503, 0.000000) (1.624997, -0.958503, 0.000000) (0.000000, -955650304.000000) 
(1.629997, -1.043344, 0.000000) (1.624997, -1.043344, 0.000000) (0.000000, -523060.500000) 
(1.624997, -0.958503, 0.000000) (1.624997, -0.958503, 0.000000) (0.000000, -956006400.000000) 
(1.629997, -1.043344, 0.000000) (1.629997, -1.043344, 0.000000) (0.000000, -955650304.000000) 
(1.634997, -1.127243, 0.000000) (1.629997, -1.127243, 0.000000) (0.000000, -523060.500000) 
